label,text
NO_PRETOX_REL,Exposure appeared to increase in a roughly doseproportional manner from 5 to 20 mg / kg / d. Tmax ranged from 0.5 to 6 hours after administration of the test item across the dose levels .
PRETOX_REL,"Additionally , from 2.0 mg COMPOUND_XXX / kg / day onwards : - decrease in food consumption in week 4 of treatment ."
PRETOX_REL,COMPOUND_XXX - related organ weight and microscopic changes were present at doses ≥ 1 mg / kg .
NO_PRETOX_REL,"Mechanisms responsible for this extreme decrease in AUC with decreasing dose could , however , not be identified on the basis of the present study ."
NO_PRETOX_REL,A further 9 male and 9 female mice were assigned to each group as a satellite study for toxicokinetic investigations .
PRETOX_REL,Salivation was noted in three females at 60 mg / kg / day and considered toxicologically insignificant .
NO_PRETOX_REL,"Following a 4 - week recovery period , hematology parameters fro animals given 3.0 mg / kg were comparable to controls ."
PRETOX_REL,"The compound COMPOUND_XXX intervenes with the regulation of the serum calcium level and thus leads to a number of different findings : A direct consequence of the affected calcium regulation can be seen in the increase in serum calcium levels , the hyperostosis and the mineralization of the kidneys , as these are the organs of calcium excretion ."
PRETOX_REL,Increased alanine aminotransferase ( 6.5-fold ) and alkaline phosphatase ( 2.6-fold ) activity and total bilirubin ( 6.5-fold ) was noted in one of two females at 60 mg / kg / day compared with pre-treatment values .
NO_PRETOX_REL,"The test item , COMPOUND_XXX ( lactate salt ) Batch No ."
NO_PRETOX_REL,A toxic dose of 212 - 713 in the Charles River CD rat is 4 mgjkg / day ; a no - toxic effect dose is approximately 0.4 mg ; kgjday .
PRETOX_REL,"These changes were associated at the high dose with increased serum hepatic enzyme activities and serum hepatobiliary parameters , mainly in females , minimally ( mean values < 2 fold vs. controls ) for aspartate aminotransferase , glutamate deshydrogenase , alkaline phosphatase and total bilirubin , or slightly for alanine aminotransferase ( mean values up to 2.6-fold vs. controls ) ."
PRETOX_REL,Slight to marked decreases in cholesterol and albumin concentrations were also present in all treated groups .
PRETOX_REL,The haematological effects occurred within 3 to 6 days after administration and were reversible within the 3 - week - interval until the next application .
NO_PRETOX_REL,"Clinical observations and occurrence of mortality were recorded daily , body weights were recorded twice weekly and food consumption was determined weekly ."
PRETOX_REL,- minimal to slight glomerulopathy beginning at group II - minimally to slightly increased.PAS positive reaction of tubules and / or glomerula beginning at group It The lymphoreticular / hematopoetic system showed : - minimal to moderate atrophy of thymus and minimal to slight atrophy of spleen beginning at group Il - slightly to markedly increased hematopoiesis in the spleen beginning at group | - increased iron positive pigment deposition in the spleen beginning at group | - minimally to slightly increased perifollicular granulocytic infiltration in the spleen oa beginning at group I !
NO_PRETOX_REL,"Clinical pathology evaluations ( hematology , clinical chemistry and urinalysis ) were conducted on all animals during pretest and week 4 and at the end of the recovery period ."
PRETOX_REL,There was potential for test article - related mild decreases in absolute lymphocyte counts in males at 1.5 mg / kg .
NO_PRETOX_REL,"CONCLUSION In conclusion , after daily administration of COMPOUND_XXX for 4 weeks to rats at doses of 2 , 100 , and 1000 mg / kg / day , there were no effects on the general health , body weight development , food consumption at 2 mg / kg / day ."
PRETOX_REL,Treatment at 10 mg / kg / day was increased to 100 mg / kg / day during week 22 but was subsequently reduced to 75 mg / kg / day from week 23 due to the presence of marked clinical signs in some individual animals .
NO_PRETOX_REL,and in four animals from group 4 ( 160 pmol / kg bw . )
NO_PRETOX_REL,For animals of group 4 ( highest dose - ( 60no mg / kg / day ) ) additional samples ( 4 samples ) were obtained on Days 119 ( 60 mg / kg / day ) and 120 ( 70 mg / kg / day ) of treatment .
NO_PRETOX_REL,"Toxicokinetics analysis revealed that following oral administration of COMPOUND_XXX , absorption was rapid , with tmax values ranging from 0.5 to 1.0 h post dose ."
NO_PRETOX_REL,"Abstract Rats were given COMPOUND_XXX by oral gavage once daily for one month at doses of 0 ( vehicle ) , 50 , 200 , or 800 mg / kg ."
NO_PRETOX_REL,Her condition improved so dosing could recommence on Day 110 and there were no similar incidences noted during the remainder of the study .
PRETOX_REL,"Histopathology : Minimal to moderate axonal degeneration was evident in the sciatic nerve of rats administered 100 , 300 , or 600 mg / kg / day ."
PRETOX_REL,"In females receiving 300 mg / kg / day , there were slight increases in mean cell volume , red cell distribution width , and absolute and relative reticulocytes suggesting a regenerative response ."
NO_PRETOX_REL,"Toxicokinetic examinations revealed that the implantation of a ELEMENT_XXX resulted in a transient systemic exposure to the test compound with maximum serum concentrations below 150 pg / mL , while mean local uterine concentrations of COMPOUND_XXX were in the range of about 30 – 50 ng / g after the study period of 28 days ."
PRETOX_REL,Mean body weights were also slightly decreased in males at these doses .
PRETOX_REL,Slightly increased alkaline phosphatase and γ - glutamyl transferase activities were also apparent in males treated at 50 mg / kg / day or above .
PRETOX_REL,"The males in the 0.9 mg / kg dose group partially recovered , gaining weight throughout the recovery period , however absolute body weight gains and body weights remained reduced or significantly reduced compared to control ."
PRETOX_REL,In addition stained or encrusted snout was seen in few animals of the control and of all the treatment groups .
PRETOX_REL,Heart weights were minimally increased after 4 weeks of treatment at 40 and 80 mg / kg .
PRETOX_REL,The tissues mainly affected in this study were bone marrow ( and consequently blood cell counts ) and liver cells .
NO_PRETOX_REL,"In general , the reduced levels returned to baseline at or before the 24 hour time point ."
NO_PRETOX_REL,Conclusions In male and female monkeys treated intravenously with COMPOUND_XXX six times at 3 - week intervals a NOAEL was determined at the low dose of 0.06 mg / kg COMPOUND_XXX ( ca. 0.7 mg / m 2 BSA ) .
NO_PRETOX_REL,Urines The results of the urinalyses are presented in the form of individual values in the appendix of the report ( for use of abbreviations see List of methods in the appendix of the report ) .
NO_PRETOX_REL,"No correlation with changes in urinalysis , serum clinical chemistry parameters , or histopathological changes in the urinary tract were observed ."
PRETOX_REL,A minor decrease in male food consumption was also recorded during the first week of study at 0.1 and 1.0 mg / kg / day .
NO_PRETOX_REL,"On completion of a 34 - week treatment period , 3 males and 3 females from each group were assigned to an 8 - week recovery study to investigate the reversibility of possible treatment - related effects ."
PRETOX_REL,"The prematurely killed satellite female had shown a severe body weight loss of > 20 % together with a reduced general condition ( sunken flanks , piloerection , decreased spontaneous activity ) ."
NO_PRETOX_REL,Most effects observed after treatment with COMPOUND_XXX are regarded as being due to the pharmacological ( i.e. antiestrogenic ) action of the compound .
NO_PRETOX_REL,"In general , however , the incidence or degree of severity was less than that seen at the terminal sacrifice indicating partial resolution of all the treatment - related changes ."
NO_PRETOX_REL,This effect was fully reversible in the recovery period .
NO_PRETOX_REL,As can be seen from the tables and from the review on page 21 In all the other parameters determined no changes were detected up to and including group Ill. .
PRETOX_REL,"In both groups , decreased body weight was associated with decreased food consumption because of overgrown teeth , and it should be noted that body weight increased after changing to the ground chow ."
NO_PRETOX_REL,"For microscopic observations , all protocol - specified t \ ssues were collected and examined ."
NO_PRETOX_REL,"After a single dose in female rats , a trend towards under - proportionality was present while a generally proportional increase with dose was observed after multiple doses ."
PRETOX_REL,Clinical signs showed dose - dependent salivation together with rooting in the bedding material .
PRETOX_REL,Treatment with COMPOUND_XXX at 120 mg / kg / day showed only a very rare occurrence of single myeloid bodies in a few endothelial cells .
NO_PRETOX_REL,COMPOUND_XXX AUC0 - 24 decreased after repeated dose administration indicating a possible autoinduction phenomenon .
PRETOX_REL,"At the high dose of 9.0 mg / kg COMPOUND_XXX , also emaciated animals and animals retarded in growth were observed , intestines were empty , distended with air or had liquid contents and prostate gland and seminal vesicles were diminished in size ."
NO_PRETOX_REL,"Consequently , it can be concluded that , under the conditions of this study , 15 mg / kg / day can be considered to be a No Observed Effect Level ( NOEL ) in male and a No Observed Adverse Effect Level ( NOAEL ) in female beagle dogs ."
PRETOX_REL,"In the course of the study the following compound - related or suspected compound - related findings were observed : At the mid dose group of 0.17 mg / kg COMPOUND_XXX and higher : - diarrhea in male animals - decrease in eosinophil count in males on day 6 after the first administration , decrease in albumin and albumin / globulin quotient in females on day 6 after the third administration and prolongation in activated partial thromboplastin time in males on day 6 after the sixth administration - single cell necrosis in the liver ."
PRETOX_REL,"Key treatment - related findings included : • Slight , transient increase in food consumption at 150 and 400 mg / kg / day ; • Dose - proportional reductions in plasma glucose at all doses ; • Reversible decreases in serum glucose in males and females at 400 mg / kg / day ; • Reversible decreases in thymus and spleen weights at 400 mg / kg / day ; • Reversible increases in adrenal gland weight which correlated with cortical hypertrophy at 400 mg / kg / day ; • Sciatic nerve fiber degeneration at 150 and 400 mg / kg / day that showed resolution after four weeks of recovery ."
NO_PRETOX_REL,Control animals similarly received empty gelatin capsules .
NO_PRETOX_REL,"Blood and Urine samples were collected for laboratory investigations ( including haematology , clinical chemistry , Troponin I and T , and Thyroid function testing ) at various intervals during the treatment and recovery periods ."
PRETOX_REL,"Following the recovery , test article - related changes were noted in the thyroid , bone marrow , epididymis , testes and lymphoid tissue ."
NO_PRETOX_REL,Pharmacodynamic effects were obvious even at the lowest dose level indicating that this dose exceeded the efficacious dose by a significant margin .
NO_PRETOX_REL,This dose level is regarded as near the MTD after repeated administration .
NO_PRETOX_REL,COMPOUND_XXX concentrations slightly above the limit of quantification ( 2 ng / mL ) were measured in 3 out of 10 animals of the control group .
NO_PRETOX_REL,Toxicokinetics : Highest serum concentrations of COMPOUND_XXX were observed 3 days ( 45.7 ± 61.3 pg / mL ) and 8 days ( 34.6 ± 40.0 pg / mL ) after the implantation .
NO_PRETOX_REL,"Hematological , biochemical and urinalysis parameters were not altered by administration of 212 - 713 at the dose levels used in this study ."
NO_PRETOX_REL,XXXXXXXX ) was orally administered in - feed to groups of 30 male HanWistar rats at target dosages of 20 and 180 mg salt / kg / day ( corresponding to 14.4 and 130 mg base / kg / day ) for up to 2 weeks .
PRETOX_REL,Excretion of the excessive calcium occurs via the kidneys which is reflected in the higher frequency of minimal to slight mineralization of the kidneys in the high dose group and the gravel seen macroscopically in the urinary bladder of one female animal in the high dose group .
PRETOX_REL,Slight to moderate body weight losses occurred in the animals at 150 ~ 100 mg / kg / day .
PRETOX_REL,The thyroid gland showed a slight follicular activation in some rats .
NO_PRETOX_REL,The results of this study may be used for dose selection in potential subsequent GLP toxicity studies .
NO_PRETOX_REL,• There were no deaths .
PRETOX_REL,One high dose animal had foci of excess or disordered bone in the femoral endosteum and tibial metaphysis and one low dose animal had a focus of active osteoblasts on the femoral endosteum .
PRETOX_REL,Histological alterations in the kidney cortex and pelvis and urinary bladder correlated with an increase in cell proliferation rate .
NO_PRETOX_REL,"For the toxicokinetic study , an additional 4 groups of 12 rats / sex / group were administered 0 ( vehicle ) , 30 , 60 , or 120 mg / kg / day of COMPOUND_XXX for at least 4 weeks ."
NO_PRETOX_REL,e. Body weights The data on individual body weights and on the mean body weights per group and sex with standard deviations and on the mean body weights per group for both sexes together are presented in the appendix of the report as well as the graphics ( figures 1 - 3 ) for the development of the mean body weights of the males and the females and both - sexes combined .
NO_PRETOX_REL,"At 50 ppm , there were no treatment - related changes in either sex ."
PRETOX_REL,Hematotoxicity was less obvious in the peripheral blood where only a slight decrease of leukocytes and neutrophils was found which was followed by a rebound .
NO_PRETOX_REL,There were no toxicologically relevant changes in clinical pathology data .
PRETOX_REL,Relative Organ Weights Kidney weights for treated males were higher ( p < 0.05 or p < 0.01 ) than those of the control .
PRETOX_REL,The following compound - related or suspectedly compound - related effects were observed : From 0.8 mg COMPOUND_XXX / kg / day onwards : - cystic enlargement of ovaries - increase in relative and absolute ovary weights - follicular cysts of ovaries - decrease in relative and absolute uterus weights - atrophy of uterus and cervix - epithelial atrophy of the vagina partly with mucification .
NO_PRETOX_REL,No treatmentrelated clinical signs were observed in males and females .
PRETOX_REL,"At the clinical chemistry assessment , in females , total bilirubin concentration and aspartate aminotransferase activity were found to be reduced by 44 and 15 % respectively , whilst total protein and cholesterol concentrations were increased by 6 and 31 % respectively ."
PRETOX_REL,Food consumption was reduced for animals receiving 150 or 300 mg / kg / day .
PRETOX_REL,"Therefore , under these study conditions , a No - Observed Adverse Effect Level ( NOAEL ) could not be identified in female rats due to the genital and mammary gland changes observed at all dosages ."
NO_PRETOX_REL,"The target organs identified in this study included the thymus , thyroid , spleen , and pituitary ."
PRETOX_REL,"In males at doses ~ 5 mglkg / day , salivation and the presence of an oral red substance were noted ."
PRETOX_REL,"The atrophy of the salivary gland represents a secondary , reactive finding most likely due to decreased food consumption ."
PRETOX_REL,Reversible effects on the liver with hepatocellular hypertrophy were found from the lowest dose upwards together with changes in coagulation parameters and fibrinogen at the high dose .
PRETOX_REL,"Except for thinning of fur , all effects observed at the end of treatment were not observed at the end of the recovery period indicating complete reversibility of these effects ."
NO_PRETOX_REL,"TT 2 : 2 Determination of organ weights , fixation and processing of tissues for histological examination - liver ( W ) * - mandibular lymph nodes - kidneys ( W ) - bone [ femur , sternum , both with - urinary bladder bone marrow ] - heart ( W ) - brain [ cerebrum , cerebellum , - atrium medulla oblongata ] ( W ) - lungs ( W ) * - spinal cord [ cervical segment ] - aorta thoracalis - peripheral nerve [ N. saphenus ] - vein [ vena cava caudalis ] - eye - trachea - harderian glands - esophagus - tongue - pituitary gland ( W ) [ B ] - salivary glands [ submandibular ] ( W ) - thyroid with parathyroid glands ( W ) - stomach - adrenal glands ( W ) - small intestine [ duodenum , - ovar ( W ) * jejunum , ileum ] - uterus [ horn , corpus , cervix ] ( W ) * - large intestine [ cecum , colon , rectum ] - vagina - pancreas ( W ) - mammary gland - skeletal muscle [ M. gastrocnemius ] - skin - and any other organ / tissue with - thymus ( W ) * macroscopic alterations , if necessary - spleen ( W ) for evaluating a diagnosis - iliac lymph nodes ( W ) ( w ) = Organ weight was recorded [ B ] = BOUIN 's fixative bold print = examined histologically in controls and top dose group * = additional histological examination in low and intermediate dose groups Bone marrow No compound - related effect was observed ."
NO_PRETOX_REL,"An additional group of rats ( 10 / sex ) received vehicle , 0.5 % HPMC , and served as a control ."
PRETOX_REL,"After 26 weeks of dosing , the changes in bone density , strength and mineral ash content were generally comparable to those observed after 14 weeks of dosing ."
PRETOX_REL,Changes in the intestine were slight and therefore regarded as non-adverse .
PRETOX_REL,"Vacuolated macrophages in multiple organs were recorded from the mid dose on : lungs , tongue , lymphoid tissues , intestines , pancreas , thymus and bone marrow ."
PRETOX_REL,"Laboratory diagnostics : - increase in aspartate aminotransferase ( AST ) was seen in week 1 ( only examined in male animals of the high dose group ) , in week 2 and in week 4 ( effect was reversible ) and an increase in alanine aminiotransferase ( ALT ) was observed in week 2 , in week 4 , and in week 8 ( effect was not reversible ) ."
PRETOX_REL,Slight to moderate reddening of the skin was observed in male and female monkeys from the mid dose on .
NO_PRETOX_REL,Food consumption was estimated daily .
NO_PRETOX_REL,MF M F M F M F M F M F M F M F General Statistical significant changes in the absolute and relative organ weights in treated animals compared to controls are listed in Table 4 Microscopic findings : Compound related findings observed in the selected organs examined histologically are summarized in Table 4 -4 .
NO_PRETOX_REL,"The purpose of this nonclinical laboratory study was to establish the toxicologic effects of COMPOUND_XXX , a h r , when administered to rats as 3 doses per week over a period of approximately 4 weeks ."
PRETOX_REL,"In the female reproductive tract , mild bilateral ovarian cysts and atrophy were seen , one animal with mild acute hemorrhages in interstitium and follicle was noted ."
PRETOX_REL,"The dose of 1 and 3.0 g / kg , however , led to exaggerated pharmacological effects , i.e. severe hypercalcemia with the respective pathophysiological consequences ."
PRETOX_REL,"Dose - dependent , fluoride - related changes in the bone and teeth were observed in bone density , bone strength , mineral ash content and trace elements as well as macroscopic and histologic changes after 14 and 26 weeks of administration ."
NO_PRETOX_REL,"The purpose of this nonclinical laboratory study was to establish the toxicologic effects of COMPOUND_XXX , a protein - tyrosine kinase inhibitor , when administered twice daily ( b.i.d. ) to monkeys for at least 39 weeks ."
NO_PRETOX_REL,There was no test article - related effect on body weight parameters in males .
NO_PRETOX_REL,Animals were terminated either immediately following dosing ( terminal necropsy on day D275 ) or following a 4 - week dose - free recovery period ( day R29 ) .
PRETOX_REL,Treatment - related microscopic alterations were most severe in the dogs which died or were killed in a moribund condition .
PRETOX_REL,"At 30 mg / kg , the absolute and relative spleen , thymus and uterus weights were statistically significantly decreased ."
NO_PRETOX_REL,"Similarly , repeated oral ( gavage ) administration of - hydrochloride to male rats at dose levels of 5 and 15 mg / kg / day for 14 or 28 days was well tolerated without mortality or treatment - related clinical signs ."
PRETOX_REL,The sole test article - related macroscopic finding was a small prostate in one animal .
NO_PRETOX_REL,"Urinalysis samples were taken before start of dosing , in week I3 of dosing , before termination of dosing and at the end of the 4 - week post-treatment period ."
PRETOX_REL,The neurodegenerative changes were considered a consequence of the pharmacodynamic hypoglycemic effects of COMPOUND_XXX .
PRETOX_REL,There were increases in tetraiodothyronine for males given ≥ 0.6 mg / kg and females given 1.2 mg / kg at week 5 .
PRETOX_REL,Animals that died showed decreased food consumption or decreased activity on the previous day .
NO_PRETOX_REL,Animals were administered COMPOUND_XXX in 0.5 % HPMC or vehicle once daily for 39 weeks via nasogastric tube at dose levels shown in Table 1 - 1 ; Group 1 animals received only HPMC vehicle .
NO_PRETOX_REL,"The purpose of this 13 - week oral ( in - feed ) investigative toxicity study in rats was to evaluate effects of COMPOUND_XXX , a partial agonist at serotonin type - 4 ( 5 - HT4 ) receptors for the oral treatment of irritable bowel syndrome ( IBS ) , with special emphasis on the intestinal tract ."
PRETOX_REL,"modifications in liver of males and females treated at 75 mg / kg / day , and in gall bladder and kidneys in males and females treated at 75 mg / kg / day , ."
NO_PRETOX_REL,Full gross and histopathological examination was performed .
PRETOX_REL,"At doses ~ 15 mglkg / day , presence of oral red substance , wet perineal staining and an increased incidence and frequency of prominent eyes were observed ."
NO_PRETOX_REL,All other rats survived the duration of the study .
PRETOX_REL,"Following the 4 - week recovery period , organ weight changes were present in the testes , and microscopic changes in the thyroid , bone marrow , epididymides , testes and lymphoid tissue ."
NO_PRETOX_REL,"Sprague - Dawley derived rats ( 25 animals / sex / group ) were administered the hydrogen tartrate salt of COMPOUND_XXX at doses ofO , 0.2 , 0.6 , 1.8 or 3.0 mg / kg / day ( base equivalent dose levels 0 , 0.1 , 0.4 , 1.1 and 1.8 mg / kg / day , respectively ) by gavage in 1 % CMC for fifty - two weeks ."
PRETOX_REL,"The corticomedullary region and the pelvis also show reactive changes to the mineralization in form of tubular simple dilatation , tubular regeneration , inflammation and tubular vacuolation ."
PRETOX_REL,Splenomegaly was observed from the mid dose on .
NO_PRETOX_REL,The cause of death of the premature decedents was not established .
PRETOX_REL,"At necropsy , organ weight effects were evident at 2000 mg / kg / day , with a marked decrease in thymus weight corresponding to lymphoid depletion in this organ and effects on liver and spleen weights which were slightly increased or decreased respectively ."
PRETOX_REL,"In the spleen , hemopoiesis , which is usually present to variable extents in untreated rats , was reduced or absent at 180 mg / kg at all necropsy time points ."
PRETOX_REL,The neurodegenerative changes were considered a consequence of the pharmacodynamic hypoglycemic effects of COMPOUND_XXX .
NO_PRETOX_REL,The test site of each animal was examined daily for signs of a reaction to treatment .
NO_PRETOX_REL,No clear correlation was seen between the drug release from patches and the butyryl cholinesterase inhibition .
NO_PRETOX_REL,"Females generally had higher exposures than males , and slight accumulation occurred after repeated dosing ."
PRETOX_REL,Water consumption was statistically significantly increased in group 4 ( 1000 mg / kg ) males during the treatment period .
NO_PRETOX_REL,A semilogarithmic presentation of the mean plasma concentration - time curves is given in TF 1 .
NO_PRETOX_REL,"COMPOUND_XXX - D6 , the metabolite of COMPOUND_XXX , represented only a small fraction of the parent in all matrices investigated ( e.g. 0.3 % of the parent concentration in plasma ) whereby the highest fraction was found in urine ( 5.17 % ) ."
PRETOX_REL,"At the end of recovery , absolute monocyte numbers remained increased in males given 400 mg / kg / day ."
NO_PRETOX_REL,"On day 21 , the mean maximum plasma concentration ( C , , ) values of COMPOUND_XXX were 1320 , 4750 , and 11600 ng / ml in females given 40 , 160 , and 400 mg / kg / day , respectively ."
PRETOX_REL,Hypertrophy of the adrenal zona fasciculata was a further histological finding .
PRETOX_REL,One female treated at 300 mg / kg of COMPOUND_XXX showed piloerection starting on day 3 of the dosing period .
PRETOX_REL,Neurodegeneration in the sciatic nerve was the only treatment - related change noted at the terminal sacrifice .
PRETOX_REL,These changes were considered to be related to bone fracture observed in 3 females at 50 mg / kg .
NO_PRETOX_REL,A similarly constituted group received untreated diet and acted as a control .
PRETOX_REL,"Intestinal tract , bone marrow , lymphatic organs and testes were identified as target organs of toxicity ."
NO_PRETOX_REL,The electrocardiograms ( including QT - intervals ) showed no changes up to and including group III ( for individual and mean values of QT - intervals see appendix of the report ) .
NO_PRETOX_REL,of COMPOUND_XXX than in surviving animals further treated with 0.3 mg / kg COMPOUND_XXX .
NO_PRETOX_REL,"Post-mortem investigations included macroscopy , organ weights ( heart : absolute and relative to body and brain weights ) , light microscopic examination of heart and skeletal muscle and electron microscopic examination of heart ."
NO_PRETOX_REL,Animals were observed daily for mortality and clinical signs .
NO_PRETOX_REL,"In conclusion , the oral in - feed administration of COMPOUND_XXX to male rats during 2 weeks with interim sacrifices on days 3 and 7 had no effects at 20 mg salt / kg / day ."
NO_PRETOX_REL,The mean test item intake over the 2 weeks was 20.9 and 156.2 mg salt / kg / day .
PRETOX_REL,Histopathology revealed treatment - related findings in the liver of two high dose ( 1000 mg / kg ) males .
PRETOX_REL,"Additionally , only at 5 mg COMPOUND_XXX / kg / day : - sialorrhea and vomitus in one out of 4 animals - decrease in food consumption during the whole study period ."
PRETOX_REL,"Slightly decreased thrombin times and / or increased activated thromboplastin times , fibrinogen concentrations , platelet counts and prothrombin times were also observed during treatment at 50 mg / kg / day or above ."
PRETOX_REL,Multifocal red discolorations in the stomach were seen at 30 and 10 mg / kg in some rats .
PRETOX_REL,The dose of 0.3 mg / kg COMPOUND_XXX was well tolerated with only minor weight loss found in the remaining female animal .
PRETOX_REL,"Several exaggerated pharmacological effects on the female and male genital organs and endocrine glands were observed from the low dose onwards , which could be related to the hormonal activity of the compound ."
PRETOX_REL,"Reticulocytes were increased in males administered the 0.9 mg / kg dose and females receiving doses ~ 0.3 mg / kg , followed by an increase in the red cell distribution width at the end of recovery in both sexes of treated animals ."
NO_PRETOX_REL,No difference in exposure to COMPOUND_XXX was observed between days 23 - 24 and days 1 - 2 .
NO_PRETOX_REL,"AUC0 - 24h values on days 1/2 were 6230 , 44400 and 52100 ng ⋅ h / mL for males , and 12700 , 34700 and 60000 ng ⋅ h / mL for females at doses of 6 , 20 and 60 mg / kg / day , respectively ."
PRETOX_REL,The pigment in various organs was partially identified as hemosiderin or lipofuscin .
PRETOX_REL,At the high dose of 80 mg / kg COMPOUND_XXX severe liver toxicity occurred which was responsible for the premature death or the moribund condition of all animals .
PRETOX_REL,"In the femoral or tibial bone , dose dependent decreases in mature lamellar bone and trabecular bone were noted at 25 mg / kg and higher after 14 weeks of dosing , and were comparable to those after 26 weeks of dosing ."
PRETOX_REL,"Grossly , there were slight yellow discoloration of the ear pinnae and increases in absolute and relative kidney ( females only ) and liver weights ."
PRETOX_REL,"As can be seen from the table , an increased incidence of salivation after application occurred starting at group | ."
PRETOX_REL,"Changes in clinical chemistry parameters occurred at 7.5 mg / kg / day , which related to liver function , and included a small increase in ALT , AST and ALP in both sexes following 3 and / or 6 months of treatment ."
NO_PRETOX_REL,The purpose of this study was to investigate exaggerated pharmacological effects and / or potential target organ toxicity in the rat resulting from chronic administration of COMPOUND_XXX .
PRETOX_REL,9 ) Histopathological lesions observed in the submaxillary glands included hypertrophy of acinar cells in females in the 15 mg / kg group and males and females in the 50 mg / kg group and vacuolation in acinar cells and increased eosinophilic granules in the striated portion in males in the 50 mg / kg group .
PRETOX_REL,"In the lung , minimal focal to multifocal aggregations of alveolar macrophages were seen in females ."
PRETOX_REL,Food intake at 180 mg / kg was moderately lower ( - 23 % ) than in controls .
PRETOX_REL,"These changes can be related to low M : E ratios observed on myelogram due to decreases in the relative representation of the myelocytic series , which can be related to moderately to markedly low lymphocytes and leukocytes counts ."
NO_PRETOX_REL,"Toxicokinetic monitoring was performed at 1 , 3 , 7.5 and 24h after dosing on Days 1 , 7 and 29 ."
PRETOX_REL,Some animals from this group also had increases in platelet counts and decreases in red cell mass during dosing .
PRETOX_REL,"In both high - dose females , centrilobular vacuolation of the liver was also observed ."
NO_PRETOX_REL,"At 20 mg / kg , plasma concentrations were very close to LLOQ ( ranging from 2.02 to 3.41 ng / mL ) , therefore concentrations above LLOQ were measured only in six out of 30 animals ."
NO_PRETOX_REL,Therefore the significance of the thymus findings in this study is equivocal .
NO_PRETOX_REL,"Day 1 - 2 AUC0_24h values were 30.0 , 150 , 819 , and 4030 ng h / mL for males and 39.2 , 370 , 2130 and 8580 ng h / mL for females at doses of 0.3 , 1 , 3 , and 10 mg / kg / day , respectively ."
PRETOX_REL,"After 14 weeks of dosing , in the bone , dose dependent decreases in mature lamellar bone and trabecular bone were noted at 25 mg / kg and higher ."
PRETOX_REL,"At 2000 mg / kg / day , two animals died following two days of treatment , although the remaining animals survived to the end of the dosing period with only minor clinical observations and a slight reduction in bodyweight gain ."
PRETOX_REL,transient hematologic changes along with primarily renal and hepatic findings occurred .
PRETOX_REL,All were reversible with the exception of the testicular weight changes .
NO_PRETOX_REL,Histopathology as well gave no evidence of any substance - induced effects up to and including group Ill. .
NO_PRETOX_REL,"Based on the results of this study , a dosage level of 100 mg / kg / day dosed daily would be considered a no - observed - adverse - effect level ( NOAEL ) and a dosage level of 270 mg / kg / day dosed twice weekly would be considered a no - observed - effect level ( NOEL ) ."
PRETOX_REL,"Evaluation of bone marrow smears revealed that myelopoiesis was decreased and left shifted , with metamyelocytes and myelocytes predominating in males at 0.9 mg / kg ."
NO_PRETOX_REL,"COMPOUND_XXX ( Batch no. 0351002 ) was administered orally by gavage as a suspension in 0.5 % ( w / v ) hydroxypropylmethylcellulose ( 0.5 % HPMC ) Type E4M Premium , aqueous solution , to four groups of beagle dogs ( N = 3 / sex / group ) at doses of 0 , 5 , 15 and 45 mg / kg / day base ( equivalent to 0 , 5.3 , 16.0 and 48.1 mg / kg COMPOUND_XXX salt , respectively based on the salt / base ratio of 1.069 ) ."
NO_PRETOX_REL,"Females generally had higher exposures than males , and slight accumulation occurred after repeated dosing ."
NO_PRETOX_REL,"The peak concentrations appeared generally after 6 or 24 hours following a single application , after 2 or 6 hours after repeated applications ."
PRETOX_REL,"It is concluded that dietary administration of COMPOUND_XXX to mice at 300 mg!k : g / day resulted in evidence of non-specific general toxicity , slight anemia and minimal to marked erosive and inflammatory changes in the lower urinary tract ."
NO_PRETOX_REL,"However , no macroscopic or histopathological liver finding could be correlated ."
NO_PRETOX_REL,Changes unrelated to COMPOUND_XXX : None
NO_PRETOX_REL,"In general , male rats were more sensitive to treatment than female rats ."
NO_PRETOX_REL,A table of dose group definitions for pathology and animal numbers is given on the next page .
NO_PRETOX_REL,COMPOUND_XXX ( batch no .
NO_PRETOX_REL,"For PAG , slightly higher plasma concentrations were recorded in the early to late morning ( at 05:00 , 08:00 and 11:00 a.m. ) than at the other time points ."
NO_PRETOX_REL,There was evidence of reversibility at previously treated sites after 1 - 4 days of recovery .
PRETOX_REL,"From group II upwards , the nutritional state was slightly reduced in comparison to the control group ."
NO_PRETOX_REL,"Following once weekly dosing with COMPOUND_XXX for 13 weeks at 3.0 mg / kg , the AUC for COMPOUND_XXX was 1000 ng · hr / mL for males and 660 ng hr / mL for females and the Cmax was 746 ng / mL for males and 493 ng / mL for females ; for metabolite YYYYY the AUC was 298 ng · hr / mL for males and 178 ng · hr / mL for females and the Cmax was 79.2 mg / mL for males and 40.7 ng / mL for females ."
NO_PRETOX_REL,All the clinical pathology changes were reversible during the recovery period .
NO_PRETOX_REL,"COMPOUND_XXX Nail Lacquer containing e hydrogen malate at 100 , 200 or 270 mg base / g was administered topically to groups of 3 male and 3 female Göttingen minipigs on the back corresponding to approximately 20 % of total body surface area once weekly for 13 weeks as specified in Table 1 - 1 ."
NO_PRETOX_REL,1 ) No mortality occurred at any dose levels .
